Date,France,Germany,Italy,Japan,Korea,Spain,UK,Euro Area
Nov-2003,108.18 ,84.61 ,129.59 ,104.55 ,60.62 ,129.90 ,107.50 ,102.00 
Dec-2003,111.08 ,77.01 ,114.89 ,106.30 ,63.17 ,116.58 ,105.70 ,93.40 
Jan-2004,107.97 ,73.51 ,115.59 ,99.32 ,57.10 ,118.61 ,104.10 ,93.00 
Feb-2004,107.78 ,77.21 ,127.29 ,104.34 ,60.33 ,125.21 ,104.53 ,95.40 
Mar-2004,121.35 ,90.41 ,139.99 ,120.25 ,64.84 ,139.29 ,118.54 ,104.40 
Apr-2004,110.97 ,82.31 ,126.39 ,105.32 ,62.90 ,123.56 ,106.23 ,97.50 
May-2004,103.14 ,79.61 ,131.49 ,99.21 ,63.03 ,132.06 ,102.09 ,98.50 
Jun-2004,120.95 ,87.91 ,130.59 ,110.99 ,62.89 ,136.62 ,106.97 ,102.00 
Jul-2004,108.69 ,84.01 ,137.79 ,111.97 ,60.57 ,136.62 ,102.30 ,100.80 
Aug-2004,81.22 ,76.41 ,67.19 ,100.63 ,59.28 ,90.32 ,96.57 ,76.60 
Sep-2004,117.04 ,89.41 ,134.09 ,113.06 ,60.96 ,133.45 ,106.12 ,102.80 
Oct-2004,116.06 ,87.01 ,132.09 ,106.84 ,65.92 ,129.77 ,106.01 ,105.40 
Nov-2004,112.45 ,89.11 ,130.39 ,110.00 ,66.50 ,135.99 ,110.68 ,102.90 
Dec-2004,114.59 ,81.01 ,117.99 ,108.15 ,65.80 ,118.23 ,103.57 ,94.10 
Jan-2005,110.39 ,76.31 ,111.39 ,101.28 ,65.34 ,119.62 ,99.01 ,94.40 
Feb-2005,107.67 ,78.51 ,123.09 ,106.52 ,56.24 ,123.94 ,100.60 ,96.30 
Mar-2005,117.58 ,87.51 ,132.89 ,122.21 ,68.40 ,130.15 ,109.09 ,105.40 
Apr-2005,111.42 ,87.61 ,124.29 ,105.97 ,66.01 ,132.56 ,104.32 ,99.10 
May-2005,107.53 ,81.01 ,132.59 ,100.96 ,66.27 ,132.44 ,103.47 ,98.90 
Jun-2005,119.70 ,93.41 ,128.19 ,112.08 ,65.61 ,136.50 ,108.03 ,103.10 
Jul-2005,104.54 ,84.21 ,132.89 ,109.02 ,65.34 ,131.93 ,101.24 ,101.60 
Aug-2005,83.52 ,80.01 ,68.49 ,102.15 ,63.02 ,94.00 ,100.60 ,78.60 
Sep-2005,117.68 ,93.81 ,134.19 ,113.82 ,64.74 ,133.83 ,107.92 ,104.80 
Oct-2005,112.18 ,88.51 ,131.19 ,108.91 ,70.26 ,129.77 ,105.48 ,106.70 
Nov-2005,115.15 ,94.61 ,132.59 ,113.27 ,73.52 ,137.38 ,110.47 ,107.10 
Dec-2005,113.65 ,85.71 ,112.19 ,112.29 ,72.85 ,120.00 ,105.38 ,97.00 
Jan-2006,112.03 ,82.11 ,116.09 ,103.57 ,69.00 ,128.25 ,104.21 ,97.30 
Feb-2006,106.96 ,83.31 ,126.49 ,109.90 ,66.74 ,129.01 ,104.00 ,99.30 
Mar-2006,122.91 ,97.51 ,143.89 ,125.05 ,74.32 ,146.26 ,119.28 ,109.60 
Apr-2006,106.99 ,83.21 ,115.19 ,110.22 ,71.13 ,120.13 ,102.30 ,101.60 
May-2006,110.18 ,93.11 ,139.49 ,105.10 ,72.79 ,141.32 ,108.88 ,104.80 
Jun-2006,121.00 ,92.61 ,135.19 ,116.76 ,71.72 ,143.09 ,110.36 ,108.10 
Jul-2006,106.45 ,88.91 ,135.99 ,114.37 ,66.34 ,136.75 ,102.72 ,105.60 
Aug-2006,85.00 ,87.61 ,72.59 ,107.93 ,69.33 ,96.79 ,103.89 ,83.40 
Sep-2006,116.11 ,96.51 ,135.59 ,118.73 ,76.44 ,134.59 ,109.41 ,109.10 
Oct-2006,117.59 ,95.61 ,140.79 ,116.87 ,73.65 ,138.40 ,112.49 ,110.70 
Nov-2006,115.25 ,101.61 ,136.29 ,118.94 ,78.77 ,142.33 ,115.46 ,110.10 
Dec-2006,109.95 ,88.41 ,112.39 ,117.85 ,74.45 ,121.02 ,105.06 ,102.00 
Jan-2007,112.33 ,90.31 ,125.39 ,107.93 ,74.98 ,136.75 ,109.62 ,101.20 
Feb-2007,108.97 ,90.31 ,130.59 ,112.84 ,66.61 ,132.94 ,105.59 ,104.20 
Mar-2007,121.75 ,103.51 ,144.49 ,127.45 ,76.91 ,147.79 ,116.20 ,114.80 
Apr-2007,108.66 ,91.71 ,121.59 ,111.31 ,75.65 ,126.22 ,103.89 ,104.60 
May-2007,108.64 ,96.01 ,142.49 ,110.11 ,76.98 ,146.01 ,109.30 ,108.50 
Jun-2007,121.39 ,99.11 ,136.89 ,118.29 ,76.51 ,143.22 ,105.48 ,111.60 
Jul-2007,113.45 ,97.91 ,143.49 ,117.85 ,75.38 ,142.84 ,102.19 ,109.80 
Aug-2007,87.87 ,92.81 ,76.79 ,112.84 ,75.58 ,99.07 ,101.24 ,87.50 
Sep-2007,113.06 ,99.51 ,134.89 ,119.38 ,74.18 ,132.82 ,102.41 ,113.20 
Oct-2007,123.26 ,106.21 ,146.99 ,122.87 ,85.48 ,145.76 ,110.89 ,116.10 
Nov-2007,116.72 ,106.61 ,135.99 ,122.76 ,84.82 ,141.19 ,110.89 ,113.60 
Dec-2007,108.55 ,88.41 ,108.59 ,119.71 ,81.43 ,121.27 ,100.81 ,103.40 
Jan-2008,114.25 ,95.91 ,128.59 ,111.62 ,83.95 ,135.61 ,106.12 ,105.00 
Feb-2008,114.01 ,98.81 ,136.79 ,119.74 ,73.85 ,138.02 ,106.33 ,107.20 
Mar-2008,116.50 ,97.11 ,134.59 ,127.45 ,85.22 ,125.21 ,107.61 ,116.80 
Apr-2008,117.74 ,107.31 ,136.19 ,112.95 ,84.09 ,141.32 ,107.71 ,109.20 
May-2008,105.40 ,95.31 ,135.29 ,110.80 ,84.09 ,133.71 ,104.00 ,107.90 
Jun-2008,116.78 ,104.41 ,132.19 ,117.89 ,82.09 ,127.62 ,104.32 ,111.10 
Jul-2008,112.41 ,101.71 ,144.29 ,120.87 ,82.03 ,140.17 ,105.38 ,108.60 
Aug-2008,80.03 ,88.41 ,66.29 ,104.53 ,77.24 ,87.66 ,96.57 ,86.30 
Sep-2008,114.52 ,105.41 ,133.69 ,119.12 ,79.10 ,126.60 ,107.61 ,109.90 
Oct-2008,115.70 ,102.41 ,135.89 ,113.78 ,84.15 ,128.00 ,110.36 ,109.40 
Nov-2008,100.43 ,94.31 ,119.09 ,102.98 ,73.32 ,115.31 ,102.62 ,103.60 
Dec-2008,101.37 ,81.81 ,95.79 ,96.71 ,66.47 ,101.86 ,102.41 ,90.70 
Jan-2009,96.15 ,73.01 ,97.09 ,80.37 ,62.75 ,102.37 ,97.42 ,87.80 
Feb-2009,93.21 ,74.01 ,102.29 ,76.67 ,66.94 ,104.53 ,95.93 ,87.40 
Mar-2009,101.10 ,84.71 ,107.79 ,87.26 ,76.64 ,108.33 ,106.23 ,94.20 
Apr-2009,93.48 ,76.01 ,99.29 ,80.27 ,77.91 ,101.23 ,98.37 ,85.90 
May-2009,87.65 ,76.41 ,102.69 ,79.96 ,77.17 ,103.89 ,94.02 ,89.30 
Jun-2009,102.33 ,82.11 ,104.79 ,91.78 ,81.56 ,109.35 ,98.90 ,92.50 
Jul-2009,96.44 ,82.61 ,117.59 ,94.45 ,82.82 ,116.45 ,97.84 ,91.50 
Aug-2009,71.34 ,72.41 ,55.90 ,85.82 ,78.30 ,78.40 ,87.23 ,73.30 
Sep-2009,102.87 ,90.81 ,112.39 ,98.46 ,88.67 ,110.49 ,98.80 ,96.00 
Oct-2009,103.01 ,89.01 ,114.89 ,98.05 ,85.15 ,111.63 ,100.50 ,97.40 
Nov-2009,99.36 ,89.21 ,111.39 ,98.98 ,86.88 ,110.74 ,100.81 ,96.30 
Dec-2009,98.45 ,79.11 ,92.49 ,100.72 ,89.60 ,100.34 ,99.01 ,87.20 
Jan-2010,95.97 ,73.31 ,94.39 ,92.40 ,87.05 ,97.30 ,94.23 ,89.70 
Feb-2010,96.10 ,79.01 ,105.59 ,97.54 ,79.65 ,102.50 ,96.04 ,90.80 
Mar-2010,110.03 ,96.91 ,119.19 ,111.62 ,94.08 ,115.69 ,110.26 ,101.60 
Apr-2010,99.39 ,87.31 ,108.69 ,98.67 ,93.62 ,104.27 ,96.78 ,93.60 
May-2010,94.54 ,86.51 ,113.79 ,94.45 ,92.60 ,109.22 ,93.92 ,96.80 
Jun-2010,108.29 ,95.61 ,116.19 ,106.27 ,94.64 ,112.90 ,97.63 ,100.30 
Jul-2010,99.45 ,90.01 ,123.69 ,108.02 ,94.54 ,113.79 ,92.54 ,98.80 
Aug-2010,75.95 ,84.61 ,66.19 ,99.49 ,89.27 ,81.06 ,89.46 ,79.70 
Sep-2010,105.58 ,99.71 ,119.09 ,111.00 ,90.19 ,109.22 ,97.21 ,101.90 
Oct-2010,103.61 ,97.81 ,116.09 ,102.57 ,97.32 ,107.70 ,97.52 ,104.10 
Nov-2010,103.95 ,101.61 ,116.79 ,105.55 ,97.50 ,114.55 ,99.86 ,104.00 
Dec-2010,106.44 ,93.11 ,103.09 ,105.86 ,99.63 ,100.72 ,94.55 ,95.30 
Jan-2011,103.64 ,85.81 ,98.89 ,96.51 ,97.41 ,101.21 ,89.46 ,95.00 
Feb-2011,103.03 ,92.71 ,111.39 ,101.34 ,85.11 ,104.98 ,88.50 ,98.20 
Mar-2011,114.49 ,107.71 ,122.89 ,97.33 ,102.31 ,116.08 ,101.66 ,108.00 
Apr-2011,99.52 ,93.81 ,110.39 ,85.72 ,98.80 ,99.12 ,87.34 ,98.70 
May-2011,106.62 ,105.11 ,121.39 ,89.62 ,99.17 ,108.98 ,90.73 ,100.90 
Jun-2011,104.98 ,96.01 ,116.19 ,104.53 ,100.28 ,110.22 ,94.55 ,102.80 
Jul-2011,98.98 ,97.11 ,119.99 ,104.83 ,98.06 ,109.27 ,88.08 ,102.70 
Aug-2011,79.64 ,95.11 ,70.89 ,99.70 ,93.99 ,83.69 ,87.55 ,84.10 
Sep-2011,105.90 ,105.41 ,116.99 ,107.40 ,96.58 ,108.00 ,93.39 ,103.60 
Oct-2011,104.16 ,98.41 ,111.79 ,103.70 ,101.48 ,102.54 ,91.48 ,104.50 
Nov-2011,105.37 ,106.31 ,112.89 ,102.78 ,101.11 ,105.45 ,95.19 ,103.80 
Dec-2011,102.43 ,94.41 ,94.59 ,103.91 ,101.94 ,94.42 ,89.25 ,93.90 
Jan-2012,103.50 ,90.61 ,96.99 ,96.30 ,94.36 ,98.52 ,88.40 ,93.40 
Feb-2012,104.05 ,95.71 ,107.59 ,104.63 ,98.15 ,101.42 ,90.10 ,96.40 
Mar-2012,109.60 ,107.21 ,114.39 ,112.65 ,103.24 ,104.14 ,98.90 ,105.80 
Apr-2012,99.42 ,92.81 ,97.19 ,98.05 ,98.80 ,91.36 ,88.19 ,96.10 
May-2012,94.45 ,97.81 ,114.49 ,96.10 ,102.41 ,103.71 ,92.85 ,98.50 
Jun-2012,104.18 ,99.71 ,108.09 ,103.81 ,101.02 ,102.10 ,90.84 ,100.80 
Jul-2012,100.74 ,99.01 ,116.89 ,104.94 ,98.06 ,104.41 ,91.48 ,100.00 
Aug-2012,79.06 ,94.11 ,67.49 ,96.00 ,92.78 ,80.73 ,88.93 ,83.20 
Sep-2012,98.75 ,97.31 ,104.99 ,99.59 ,96.86 ,94.53 ,88.50 ,100.90 
Oct-2012,105.55 ,102.21 ,112.39 ,99.08 ,100.65 ,101.95 ,94.55 ,101.10 
Nov-2012,103.21 ,102.91 ,104.49 ,97.54 ,104.16 ,97.22 ,95.51 ,99.60 
Dec-2012,95.18 ,85.41 ,85.19 ,96.51 ,102.04 ,84.80 ,89.46 ,91.20 
Jan-2013,101.76 ,89.51 ,96.89 ,91.09 ,102.87 ,94.95 ,90.63 ,91.30 
Feb-2013,99.84 ,90.81 ,98.89 ,94.99 ,90.01 ,92.56 ,89.14 ,93.50 
Mar-2013,106.60 ,98.21 ,103.29 ,105.59 ,101.39 ,93.33 ,98.90 ,104.00 
Apr-2013,102.93 ,100.31 ,96.89 ,96.19 ,101.30 ,97.04 ,92.64 ,95.50 
May-2013,95.80 ,93.31 ,109.59 ,95.69 ,102.31 ,100.61 ,93.28 ,96.80 
Jun-2013,102.32 ,99.61 ,102.49 ,98.59 ,99.72 ,97.31 ,91.79 ,100.20 
Jul-2013,102.72 ,100.71 ,116.09 ,105.89 ,99.91 ,105.38 ,93.49 ,98.00 
Aug-2013,74.76 ,91.31 ,62.39 ,94.49 ,96.12 ,77.20 ,86.28 ,81.70 
Sep-2013,100.57 ,101.91 ,104.99 ,103.19 ,93.53 ,97.96 ,94.55 ,100.80 
Oct-2013,106.75 ,104.01 ,111.79 ,103.89 ,104.81 ,103.11 ,99.01 ,101.30 
Nov-2013,101.08 ,104.11 ,101.99 ,101.79 ,103.79 ,97.08 ,97.63 ,102.30 
Dec-2013,98.79 ,90.71 ,86.89 ,103.29 ,104.90 ,88.28 ,94.45 ,92.60 
Jan-2014,101.22 ,92.41 ,94.89 ,99.29 ,98.52 ,94.69 ,95.51 ,93.10 
Feb-2014,99.46 ,96.11 ,99.29 ,100.89 ,93.62 ,95.18 ,92.96 ,95.50 
Mar-2014,105.53 ,103.61 ,104.69 ,112.49 ,104.53 ,100.86 ,102.19 ,104.60 
Apr-2014,100.89 ,99.01 ,96.89 ,97.79 ,103.89 ,94.96 ,93.49 ,97.60 
May-2014,91.64 ,97.81 ,104.19 ,95.99 ,100.37 ,101.24 ,93.07 ,97.70 
Jun-2014,101.18 ,97.71 ,102.69 ,101.99 ,100.46 ,99.99 ,94.76 ,100.50 
Jul-2014,100.57 ,105.31 ,114.79 ,105.79 ,104.07 ,106.53 ,94.87 ,100.10 
Aug-2014,72.52 ,86.61 ,60.19 ,91.99 ,93.62 ,75.34 ,85.21 ,81.80 
Sep-2014,103.32 ,106.61 ,105.79 ,104.29 ,95.47 ,101.47 ,97.10 ,101.40 
Oct-2014,104.93 ,105.71 ,108.79 ,103.09 ,101.85 ,104.02 ,99.01 ,102.30 
Nov-2014,96.84 ,102.71 ,99.99 ,98.39 ,100.56 ,96.79 ,96.14 ,101.80 
Dec-2014,102.40 ,94.01 ,87.09 ,103.39 ,106.38 ,91.04 ,99.12 ,93.70 
Jan-2015,100.43 ,88.21 ,90.39 ,97.29 ,99.80 ,92.48 ,97.42 ,94.10 
Feb-2015,100.10 ,94.31 ,98.89 ,97.99 ,88.80 ,96.27 ,98.37 ,97.40 
Mar-2015,109.52 ,108.71 ,108.59 ,109.69 ,103.30 ,105.90 ,110.89 ,107.50 
Apr-2015,100.87 ,99.61 ,100.69 ,97.59 ,101.40 ,97.29 ,99.54 ,98.60 
May-2015,90.07 ,92.91 ,103.49 ,91.19 ,97.30 ,102.54 ,96.36 ,99.90 
Jun-2015,107.55 ,106.41 ,105.59 ,103.39 ,101.50 ,107.40 ,102.51 ,103.50 
Jul-2015,98.99 ,105.91 ,117.39 ,105.49 ,100.40 ,112.94 ,99.22 ,103.00 
Aug-2015,76.49 ,89.31 ,63.49 ,91.19 ,94.70 ,79.08 ,89.99 ,84.60 
Sep-2015,105.22 ,106.81 ,107.49 ,103.29 ,99.90 ,105.41 ,102.19 ,104.50 
Oct-2015,106.45 ,106.71 ,107.79 ,101.49 ,105.10 ,103.85 ,102.19 ,106.40 
Nov-2015,102.34 ,106.01 ,106.19 ,99.79 ,102.70 ,102.66 ,101.66 ,104.80 
Dec-2015,101.97 ,95.11 ,89.99 ,101.59 ,105.10 ,94.17 ,99.65 ,95.70 
Jan-2016,99.87 ,87.51 ,90.89 ,93.69 ,99.00 ,95.37 ,95.83 ,99.70 
Feb-2016,102.32 ,99.91 ,104.09 ,98.19 ,90.70 ,102.68 ,100.18 ,98.20 
Mar-2016,109.98 ,105.91 ,108.79 ,110.99 ,105.70 ,104.91 ,109.94 ,107.60 
Apr-2016,102.48 ,104.21 ,100.89 ,95.49 ,99.70 ,106.32 ,101.45 ,100.80 
May-2016,96.75 ,96.01 ,109.59 ,91.39 ,102.60 ,104.97 ,99.43 ,99.70 
Jun-2016,106.20 ,110.51 ,104.49 ,101.99 ,104.70 ,106.30 ,102.94 ,103.90 
Jul-2016,93.79 ,96.51 ,110.19 ,101.29 ,102.40 ,104.11 ,95.51 ,103.00 
Aug-2016,79.43 ,97.51 ,68.29 ,95.09 ,98.00 ,83.68 ,95.30 ,85.70 
Sep-2016,103.85 ,108.81 ,109.49 ,104.69 ,98.70 ,106.29 ,102.72 ,105.80 
Oct-2016,102.05 ,100.01 ,107.09 ,100.39 ,104.40 ,102.55 ,98.80 ,109.10 
Nov-2016,105.65 ,110.11 ,109.19 ,103.79 ,108.90 ,107.60 ,104.85 ,108.20 
Dec-2016,103.55 ,96.61 ,93.29 ,103.69 ,111.40 ,94.06 ,99.22 ,97.80 
Jan-2017,105.67 ,94.01 ,96.99 ,95.59 ,100.80 ,101.93 ,96.99 ,99.00 
Feb-2017,99.40 ,97.21 ,102.69 ,100.49 ,98.80 ,101.27 ,96.14 ,99.80 
Mar-2017,113.83 ,115.71 ,117.89 ,112.69 ,111.00 ,114.69 ,109.83 ,109.50 
Apr-2017,97.18 ,95.31 ,94.49 ,99.19 ,104.10 ,94.76 ,92.54 ,102.00 
May-2017,100.32 ,106.71 ,113.59 ,95.89 ,104.80 ,111.42 ,99.75 ,103.00 
Jun-2017,106.59 ,105.91 ,111.09 ,105.89 ,105.50 ,111.02 ,102.19 ,105.80 
Jul-2017,96.90 ,100.81 ,115.09 ,103.99 ,104.90 ,107.00 ,95.72 ,106.50 
Aug-2017,80.82 ,102.21 ,72.99 ,98.19 ,101.30 ,85.89 ,95.83 ,89.20 
Sep-2017,104.26 ,109.31 ,109.39 ,105.49 ,109.40 ,106.46 ,103.15 ,109.60 
Oct-2017,109.76 ,102.31 ,113.99 ,104.09 ,99.80 ,109.45 ,104.32 ,112.80 
Nov-2017,111.17 ,116.71 ,113.29 ,105.89 ,109.40 ,112.68 ,107.82 ,114.00 
Dec-2017,103.93 ,99.91 ,92.49 ,107.19 ,107.40 ,97.04 ,99.54 ,103.10 
Jan-2018,105.16 ,100.81 ,104.69 ,97.09 ,106.20 ,105.31 ,102.72 ,102.50 
Feb-2018,102.58 ,99.61 ,105.89 ,101.59 ,93.40 ,104.06 ,100.39 ,101.90 
Mar-2018,114.11 ,112.01 ,116.79 ,114.99 ,108.40 ,110.47 ,110.26 ,112.70 
Apr-2018,101.41 ,104.81 ,100.99 ,100.79 ,106.40 ,105.32 ,100.92 ,103.70 
May-2018,97.01 ,103.81 ,116.19 ,99.19 ,107.40 ,112.76 ,103.25 ,105.60 
Jun-2018,108.56 ,112.31 ,112.69 ,104.69 ,107.70 ,108.62 ,104.85 ,108.30 
Jul-2018,103.85 ,105.01 ,117.49 ,106.69 ,108.40 ,110.84 ,101.45 ,106.40 
Aug-2018,82.30 ,101.61 ,72.39 ,99.19 ,105.50 ,86.76 ,99.75 ,89.90 
Sep-2018,101.49 ,105.01 ,107.99 ,103.09 ,102.30 ,103.34 ,102.51 ,110.40 
Oct-2018,112.75 ,110.51 ,118.79 ,108.19 ,112.50 ,113.55 ,109.09 ,113.70 
Nov-2018,109.44 ,111.81 ,110.49 ,107.49 ,109.70 ,108.96 ,109.09 ,110.20 
Dec-2018,100.74 ,93.31 ,90.19 ,104.99 ,108.10 ,92.98 ,99.96 ,99.10 
Jan-2019,108.51 ,98.31 ,104.69 ,97.09 ,105.70 ,107.59 ,104.95 ,102.80 
Feb-2019,103.74 ,100.21 ,106.99 ,100.49 ,89.70 ,104.14 ,102.41 ,102.30 
Mar-2019,111.46 ,108.91 ,113.29 ,110.59 ,106.20 ,110.28 ,113.76 ,112.60 
Apr-2019,105.39 ,102.21 ,101.29 ,100.39 ,107.20 ,103.20 ,101.87 ,104.00 
May-2019,103.33 ,106.91 ,115.79 ,97.29 ,108.60 ,114.57 ,105.80 ,104.70 
Jun-2019,102.74 ,97.31 ,107.99 ,100.69 ,105.70 ,106.51 ,103.15 ,106.40 
Jul-2019,106.73 ,105.91 ,120.49 ,106.69 ,110.60 ,114.70 ,106.23 ,105.70 
Aug-2019,79.05 ,94.61 ,69.29 ,93.89 ,103.30 ,85.93 ,98.16 ,88.20 
Sep-2019,104.78 ,105.21 ,109.09 ,104.59 ,104.50 ,106.41 ,106.54 ,109.90 
Oct-2019,112.82 ,105.91 ,116.09 ,99.79 ,112.10 ,114.61 ,113.65 ,113.20 
Nov-2019,104.81 ,105.51 ,106.69 ,98.89 ,111.50 ,108.35 ,110.89 ,109.80 
Dec-2019,100.85 ,90.11 ,89.19 ,101.09 ,115.10 ,95.06 ,106.23 ,96.00 
Jan-2020,105.61 ,95.01 ,101.19 ,94.39 ,102.10 ,103.00 ,110.26 ,101.60 
Feb-2020,102.33 ,98.01 ,104.89 ,95.09 ,99.60 ,103.76 ,109.20 ,100.90 
Mar-2020,94.17 ,100.51 ,82.19 ,104.79 ,113.60 ,96.98 ,114.82 ,98.20 
Apr-2020,68.41 ,70.61 ,58.80 ,85.49 ,101.60 ,67.99 ,84.68 ,74.60 
May-2020,74.44 ,76.61 ,86.49 ,72.09 ,96.90 ,82.45 ,88.72 ,84.40 
Jun-2020,94.81 ,91.31 ,95.89 ,82.99 ,104.50 ,95.80 ,104.74 ,94.70 
Jul-2020,94.71 ,95.01 ,110.49 ,90.39 ,107.50 ,107.49 ,108.77 ,99.60 
Aug-2020,72.74 ,81.71 ,68.79 ,81.79 ,99.70 ,80.89 ,101.03 ,82.70 
Sep-2020,100.35 ,100.81 ,107.19 ,95.39 ,112.20 ,105.82 ,114.50 ,103.80 
Oct-2020,105.28 ,102.91 ,110.49 ,96.49 ,109.20 ,107.52 ,116.84 ,109.10 
Nov-2020,101.97 ,105.81 ,105.49 ,94.99 ,111.80 ,105.99 ,118.75 ,111.50 
Dec-2020,100.32 ,94.01 ,90.59 ,98.69 ,118.30 ,97.14 ,117.05 ,97.90 
Jan-2021,100.53 ,85.71 ,93.39 ,90.39 ,110.40 ,95.71 ,111.11 ,103.80 
Feb-2021,95.99 ,93.91 ,103.79 ,92.69 ,100.70 ,100.05 ,112.81 ,100.60 
Mar-2021,109.90 ,112.41 ,117.09 ,108.29 ,118.90 ,111.88 ,130.00 ,111.30 
Apr-2021,98.55 ,97.31 ,106.69 ,97.89 ,114.00 ,102.18 ,113.55 ,105.60 
May-2021,92.22 ,93.11 ,108.49 ,86.39 ,111.50 ,105.47 ,111.85 ,102.80 
Jun-2021,104.21 ,101.91 ,109.69 ,100.79 ,117.20 ,106.43 ,116.84 ,105.20 
Jul-2021,96.09 ,97.51 ,115.49 ,100.39 ,116.60 ,107.96 ,112.81 ,107.90 
Aug-2021,77.89 ,86.91 ,70.99 ,87.69 ,110.50 ,83.56 ,108.45 ,87.20 
Sep-2021,100.42 ,99.71 ,112.69 ,92.99 ,111.10 ,107.00 ,117.47 ,108.00 
Oct-2021,101.88 ,97.81 ,109.69 ,92.69 ,114.80 ,104.16 ,114.61 ,109.20 
Nov-2021,101.71 ,104.81 ,112.69 ,99.49 ,119.30 ,111.79 ,119.92 ,110.10 
Dec-2021,102.51 ,95.11 ,97.89 ,100.79 ,126.70 ,100.12 ,115.35 ,99.80 
Jan-2022,101.76 ,88.91 ,93.69 ,89.79 ,115.10 ,99.80 ,109.41 ,102.50 
Feb-2022,97.69 ,95.01 ,107.29 ,93.59 ,107.10 ,104.20 ,110.79 ,102.30 
Mar-2022,109.65 ,106.71 ,121.79 ,106.89 ,123.30 ,112.24 ,127.03 ,110.10 
Apr-2022,95.23 ,90.81 ,103.39 ,93.49 ,118.10 ,101.49 ,108.77 ,103.00 
May-2022,97.15 ,98.61 ,115.69 ,83.99 ,119.90 ,112.73 ,110.79 ,104.40 
Jun-2022,102.88 ,98.61 ,108.49 ,98.49 ,118.80 ,113.41 ,114.72 ,107.50 
Jul-2022,91.96 ,92.71 ,110.49 ,98.69 ,118.40 ,109.41 ,106.97 ,105.20 
Aug-2022,78.68 ,91.91 ,72.99 ,92.59 ,112.20 ,88.07 ,105.38 ,89.50 
Sep-2022,102.39 ,104.61 ,112.19 ,101.49 ,111.80 ,110.86 ,112.91 ,113.50 
Oct-2022,99.10 ,94.31 ,107.89 ,95.19 ,113.40 ,106.44 ,106.01 ,112.90 
Nov-2022,..,..,..,97.99 ,114.90 ,..,..,..
